timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
285050810,285050671,0.54955685,-0.03328253,-0.014040935,-0.83467513,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
285550811,285550671,0.5475619,-0.04601388,-0.033037607,-0.8348457,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
286050812,286050671,0.5661329,-0.049262445,-0.022973856,-0.82251996,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
286550811,286550671,0.590407,-0.050943844,0.005966627,-0.8054742,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
287050811,287050671,0.5997124,-0.048482094,0.026861921,-0.7982938,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
287550808,287550671,0.59048927,-0.047133625,0.02776935,-0.8051894,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
288050810,288050671,0.58309233,-0.046291623,0.029402472,-0.8105529,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
288550809,288550671,0.5776168,-0.034395814,0.021535847,-0.8152987,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
289050815,289050671,0.5664256,-0.045308582,0.019894294,-0.822626,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
289550810,289550671,0.56190854,-0.038639612,0.014391447,-0.82617104,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
290050809,290050671,0.54975855,0.0032322563,0.0011872345,-0.8353166,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
290550810,290550671,0.54286563,-0.004923564,-0.0019753822,-0.8398029,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
291050808,291050671,0.5339807,-0.0014590991,0.0023674397,-0.8454921,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
291550817,291550672,0.5255307,-0.00584455,0.005326482,-0.85073787,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
